Point,Date,Year,Y,X,GREG,WHIB,SWH,SDH,GBHE,GLIB,ROSP,WOST,Veg1,Veg2,Veg3,3 White Total,All Bird Total,Stage
1391,2017-06-08,2017,26.695405,-80.73088783,2,0,80,0,0,0,1,0,Open Water,Lily,,82,83,11.47
1392,2017-06-08,2017,26.69174933,-80.73997283,0,0,45,0,0,15,3,0,Lily,Cattail,,45,63,11.47
1393,2017-06-08,2017,26.70302517,-80.76841717,10,0,250,0,0,0,40,0,Open Water,Lily,Spikerush,260,300,11.47
1394,2017-06-08,2017,26.71746367,-80.76174567,85,10,100,0,0,0,15,8,Open Water,Spikerush,,195,218,11.47
1395,2017-06-08,2017,26.70578617,-80.77917083,7,40,125,0,0,0,1,0,Open Water,Lily,Cattail,172,173,11.47
1396,2017-06-08,2017,26.709155,-80.7997945,0,2,14,5,2,0,30,7,Open Water,,,16,60,11.47
1397,2017-06-08,2017,26.71716817,-80.8158945,20,35,140,0,0,30,280,0,Open Water,Lily,,195,505,11.47
1398,2017-06-08,2017,26.71137667,-80.81760217,6,0,115,7,0,0,15,0,Open Water,Lily,,121,143,11.47
1399,2017-06-08,2017,26.70906967,-80.81631583,1,0,85,2,0,0,5,0,Lily,Open Water,,86,93,11.47
1400,2017-06-08,2017,26.75239383,-80.88251783,0,2,45,12,0,0,20,0,Lily,Open Water,Cattail,47,79,11.47
1401,2017-06-08,2017,26.77346617,-80.9314225,15,2,180,15,0,0,12,0,Open Water,Lily,Cattail,197,224,11.47
1402,2017-06-08,2017,26.8580135,-80.95953383,11,0,55,4,3,0,5,0,Open Water,,,66,78,11.47
1403,2017-06-08,2017,26.8880375,-80.96972967,4,0,35,0,3,0,75,10,Open Water,,,39,127,11.47
1404,2017-06-08,2017,26.946071,-81.0281545,8,0,90,6,1,0,5,6,Lily,,,98,116,11.47
1405,2017-06-08,2017,26.9451775,-81.02092017,2,0,55,5,0,0,0,0,Lily,Open Water,Cattail,57,62,11.47
1406,2017-06-08,2017,26.98304717,-81.0722135,6,0,55,0,0,0,25,0,Open Water,,,61,86,11.47
1407,2017-06-08,2017,27.0599805,-80.9088475,4,0,30,0,1,0,40,0,Open Water,,,34,75,11.47
1408,2017-06-22,2017,,,0,0,0,0,0,0,0,0,,,,0,0,12.23
1409,2017-12-07,2018,26.73429013,-80.71650531,75,0,1250,225,2,0,0,0,Open Water,Thalia dead,,1325,1552,15.87
1410,2017-12-07,2018,26.68874189,-80.73885199,95,45,280,35,0,25,0,0,Open Water,Herbaceous,Bulrush,420,480,15.87
1411,2017-12-07,2018,26.70487135,-80.80219346,195,5,330,8,0,30,0,0,Open Water,Herbaceous,Cattail,530,568,15.87
1412,2018-01-04,2018,26.74135043,-80.72096917,0,0,80,20,0,0,0,0,Canal,Thalia,,80,100,15.48
1413,2018-01-04,2018,26.7448697,-80.71904467,15,50,0,2,0,0,0,0,Herbaceous,Broadleaf,,65,67,15.48
1414,2018-01-04,2018,26.72842076,-80.70904424,135,170,300,50,1,60,0,0,Cattail,Smartweed,Grasses,605,716,15.48
1415,2018-01-04,2018,26.71684473,-80.71711426,95,0,320,15,0,0,0,0,Alligator Flag,Duckweed,,415,430,15.48
1416,2018-01-04,2018,26.71422931,-80.71914484,10,0,490,0,0,0,0,0,Open Water,Cattail,,500,500,15.48
1417,2018-01-04,2018,26.6879443,-80.7377562,15,115,15,5,0,0,0,0,Cattail,Arrowhead,,145,150,15.48
1418,2018-01-04,2018,26.70109503,-80.76960033,0,0,70,2,0,0,0,0,Cattail,Lily,,70,72,15.48
1419,2018-01-04,2018,26.701802,-80.79758235,0,0,80,15,0,0,0,0,Cattail,Open water,Smartweed,80,95,15.48
1420,2018-01-04,2018,26.70358469,-80.80594513,115,10,40,15,0,0,0,0,Smartweed,Cattail,,165,180,15.48
1421,2018-01-04,2018,26.90853039,-81.09452823,65,235,95,50,0,25,0,0,Open Water,Cordgrass,Woody,395,470,15.48
1422,2018-01-04,2018,26.91513149,-81.09725798,25,325,0,5,1,65,0,0,Torpedo Grass,Woody,,350,421,15.48
1423,2018-01-04,2018,26.92112462,-81.09822682,90,700,30,0,0,250,0,0,Torpedo Grass,Open water,Other,820,1070,15.48
1424,2018-01-04,2018,26.92810726,-81.09576237,1,100,0,1,0,0,0,0,Open Water,Torpedograss,,101,102,15.48
1425,2018-01-04,2018,26.84812459,-80.96868389,4,0,60,0,1,0,0,0,Open Water,Cattail,,64,65,15.48
1426,2018-01-04,2018,27.03155014,-80.9922642,4,135,0,0,0,260,0,0,Open Water,Treated torpedograss,,139,399,15.48
1427,2018-01-04,2018,27.03812654,-80.98664677,30,0,7,14,1,16,0,0,Open Water,Treated torpedograss,,37,68,15.48
1428,2018-01-04,2018,27.04213844,-80.98157345,0,0,6,1,0,60,0,0,Treated Torpedo Grass,broadleaf,,6,67,15.48
1429,2018-01-04,2018,27.0392497,-80.97962933,8,0,6,9,0,55,0,0,Open Water,Treated torpedograss,,14,78,15.48
1430,2018-01-04,2018,27.06843917,-80.96159462,0,135,1,1,0,10,0,0,Open Water,Treated torpedograss ,Broadleaf,136,147,15.48
1431,2018-01-04,2018,27.10150577,-80.91483608,320,1175,30,35,0,60,0,0,Torpedo Grass,,,1525,1620,15.48
1432,2018-01-04,2018,27.1098787,-80.88655358,29,0,125,5,0,0,0,0,Open Water,,,154,159,15.48
1433,2018-01-18,2018,26.74659043,-80.69041014,33,18,7,6,5,0,0,0,Smartweed,,,58,69,15.4
1434,2018-01-18,2018,26.74762237,-80.72224222,0,0,60,19,0,0,0,0,Canal,Other,,60,79,15.4
1435,2018-01-18,2018,26.69117972,-80.73419682,27,130,30,30,0,0,0,0,Smartweed,,,187,217,15.4
1436,2018-01-18,2018,26.69151252,-80.72888601,2,47,25,10,5,0,0,0,Herbaceous,Smartweed,,74,89,15.4
1437,2018-01-18,2018,26.80819608,-80.95086235,160,260,90,75,10,0,0,0,Smartweed,,,510,595,15.4
1438,2018-01-18,2018,26.86739173,-81.08934908,65,380,30,25,3,130,0,0,Open Water,Torpedo Grass,Woody,475,633,15.4
1439,2018-01-18,2018,26.92267328,-81.09814376,70,225,10,0,3,350,0,0,Torpedo Grass,Woody,Open Water,305,658,15.4
1440,2018-01-18,2018,26.83577617,-80.96268231,645,85,15,6,0,5,0,0,Open Water,Smartweed,Willow,745,756,15.4
1441,2018-01-18,2018,27.03077599,-80.99246939,4,0,7,0,0,135,0,0,Open Water,,,11,146,15.4
1442,2018-01-18,2018,27.05629894,-80.95921652,67,0,0,0,2,0,0,0,Torpedo Grass,,,67,69,15.4
1443,2018-01-18,2018,27.06776181,-80.96193294,32,33,2,5,0,10,0,0,Open Water,Torpedo Grass,,67,82,15.4
1444,2018-01-18,2018,27.08668414,-80.93325348,8,410,0,10,0,4,0,0,Open Water,Torpedo Grass,,418,432,15.4
1445,2018-01-18,2018,27.08443378,-80.92548695,4,65,5,35,0,0,0,0,Torpedo Grass,,,74,109,15.4
1446,2018-01-18,2018,27.10114416,-80.91634215,60,490,65,50,0,0,0,0,Other,Torpedo Grass,Open Water,615,665,15.4
1447,2018-01-18,2018,27.12670115,-80.88295382,1,30,135,35,0,5,0,0,Herbaceous,Open Water,Willow,166,206,15.4
1448,2018-01-18,2018,27.13848418,-80.86730886,90,0,8,0,0,0,0,0,,,,98,98,15.4
1449,2018-02-01,2018,26.72990538,-80.70992437,50,65,55,0,2,0,0,0,,,,170,172,15.23
1450,2018-02-01,2018,26.72637532,-80.71062334,180,650,320,40,0,90,0,0,,,,1150,1280,15.23
1451,2018-02-01,2018,26.83709029,-80.99629086,78,3,1,7,2,60,0,0,Open Water,Treated Torpedo Grass,,82,151,15.23
1452,2018-02-01,2018,26.84524592,-81.08123074,13,64,0,7,0,0,0,0,Open Water,Torpedo Grass,,77,84,15.23
1453,2018-02-01,2018,26.86857909,-81.09132366,15,43,0,5,2,70,0,0,Open Water,Torpedo Grass,,58,135,15.23
1454,2018-02-01,2018,26.90690195,-81.09590585,11,12,45,2,1,5,0,0,Open Water,Grasses,,68,76,15.23
1455,2018-02-01,2018,26.90807565,-81.10278924,7,90,0,0,0,0,0,0,,,,97,97,15.23
1456,2018-02-01,2018,26.91384816,-81.10187889,5,75,0,0,0,25,0,0,,,,80,105,15.23
1457,2018-02-01,2018,26.83771265,-80.96609415,12,7,55,5,0,0,0,0,Open Water,Willow,,74,79,15.23
1458,2018-02-01,2018,27.04266728,-80.98539603,1,1,16,35,0,225,0,0,,,,18,278,15.23
1459,2018-02-01,2018,27.08040725,-80.94713882,9,85,0,0,1,0,0,0,Grasses,,,94,95,15.23
1460,2018-02-01,2018,27.11397377,-80.89303735,0,0,105,2,2,0,0,0,,,,105,109,15.23
1461,2018-02-01,2018,27.12608252,-80.88335784,3,0,115,0,0,25,0,0,,,,118,143,15.23
1462,2018-02-01,2018,27.13000344,-80.87852925,1,12,75,0,0,0,0,0,,,,88,88,15.23
1463,2018-02-15,2018,26.76295609,-80.88812686,80,25,240,0,0,40,0,0,Open Water,Smartweed,,345,385,15.14
1464,2018-02-15,2018,26.76747128,-80.89324757,10,5,60,0,0,15,0,0,,,,75,90,15.14
1465,2018-02-15,2018,26.83451092,-80.97720911,8,75,0,0,0,65,0,0,Torpedo Grass,Spikerush,Open Water,83,148,15.14
1466,2018-02-15,2018,26.83834318,-80.98777132,50,15,35,0,1,15,0,0,Torpedo Grass,,,100,116,15.14
1467,2018-02-15,2018,26.84208315,-80.97910131,10,0,60,0,0,1,0,0,Open Water,,,70,71,15.14
1468,2018-02-15,2018,26.94299024,-81.06022817,10,25,14,7,0,125,0,0,Herbaceous,Open Water,,49,181,15.14
1469,2018-03-01,2018,26.74998327,-80.72676142,230,75,640,50,0,45,0,0,Smartweed,Herbaceous,,945,1040,14.86
1470,2018-03-01,2018,26.73280774,-80.80341121,15,0,140,0,0,0,0,0,Open Water,Herbaceous,,155,155,14.86
1471,2018-03-01,2018,26.72100405,-80.8041525,10,10,185,5,0,0,0,0,Open Water,Alligator Flag,,205,210,14.86
1472,2018-03-01,2018,26.75996721,-80.90194477,13,3,115,0,0,15,0,0,Other,,,131,146,14.86
1473,2018-03-01,2018,26.76049437,-80.91501348,35,0,165,0,0,0,0,0,Smartweed,Other,Open Water,200,200,14.86
1474,2018-03-01,2018,26.80891354,-80.94964644,9,16,45,0,1,0,0,0,Smartweed,Open Water,,70,71,14.86
1475,2018-03-01,2018,26.81117366,-80.95091322,7,2,70,0,0,0,0,0,Airboat Trail,Herbaceous,,79,79,14.86
1476,2018-03-01,2018,26.81256217,-80.96195038,0,21,0,0,0,65,0,0,Broadleaf,Willow,,21,86,14.86
1477,2018-03-01,2018,26.83500267,-80.99005258,37,0,30,3,1,0,0,0,Torpedo Grass,,,67,71,14.86
1478,2018-03-01,2018,26.92808147,-81.09994319,1,220,0,0,0,0,0,0,Torpedo Grass,,,221,221,14.86
1479,2018-03-01,2018,26.92314615,-81.09976555,0,85,0,0,0,0,0,0,Broadleaf,Smartweed,Open Water,85,85,14.86
1480,2018-03-15,2018,26.76835223,-80.73223793,5,0,95,4,0,0,0,0,Airboat Trail,,,100,104,14.41
1481,2018-03-15,2018,26.72801389,-80.71072625,230,450,800,125,2,125,0,0,Smartweed,Cattail,,1480,1732,14.41
1482,2018-03-15,2018,26.81837658,-80.96205833,0,350,0,0,0,0,0,0,Broadleaf,,,350,350,14.41
1483,2018-03-15,2018,26.82541608,-80.98678784,3,280,4,0,0,0,0,0,Broadleaf,Lily,,287,287,14.41
1484,2018-03-15,2018,26.84670508,-81.01057701,40,280,6,11,2,0,0,0,Torpedo Grass,Broadleaf,,326,339,14.41
1485,2018-03-15,2018,26.84642808,-81.02011035,11,330,5,8,0,30,0,0,Treated Torpedo Grass,,,346,384,14.41
1486,2018-03-15,2018,26.84056675,-81.07734236,0,394,45,2,1,0,0,0,Airboat Trail,,,439,442,14.41
1487,2018-03-15,2018,26.89632509,-81.10053137,110,135,120,45,9,55,0,0,Open Water,Treated Torpedo Grass,,365,474,14.41
1488,2018-03-15,2018,26.86577959,-81.04026719,75,620,5,15,2,12,0,0,Open Water,Torpedo Grass,,700,729,14.41
1489,2018-03-15,2018,26.84679658,-80.9751455,0,55,12,2,0,0,0,0,Airboat Trail,Cattail,,67,69,14.41
1490,2018-03-15,2018,26.92883777,-81.0866217,75,55,60,25,1,50,0,0,Open Water,Lily,Treated Torpedo Grass,190,266,14.41
1491,2018-03-15,2018,26.93652794,-81.0876927,12,650,0,0,0,0,0,0,Broadleaf,Willow,,662,662,14.41
1492,2018-03-15,2018,26.91623393,-81.0811362,75,165,12,40,2,75,0,0,Torpedo Grass,Open Water,,252,369,14.41
1493,2018-03-15,2018,26.91274126,-81.07534586,0,90,0,0,0,0,0,0,Broadleaf,Willow,,90,90,14.41
1494,2018-03-15,2018,27.03098096,-80.99055584,4,19,0,13,1,30,0,0,Open Water,Treated Torpedo Grass,,23,67,14.41
1495,2018-03-15,2018,27.06301014,-80.96429384,22,75,3,0,3,0,0,0,Open Water,,,100,103,14.41
1496,2018-03-15,2018,27.07167331,-80.93547366,55,0,0,5,0,0,0,0,Open Water,,,55,60,14.41
1497,2018-03-15,2018,27.11075965,-80.88889415,0,115,35,15,0,35,0,0,Open Water,,,150,200,14.41
1498,2018-03-15,2018,27.11102832,-80.88594865,3,120,20,35,0,140,0,0,Airboat Trail,,,143,318,14.41
1499,2018-03-15,2018,27.11612598,-80.89304432,0,22,23,18,0,10,0,0,Open Water,Torpedo Grass,,45,73,14.41
1500,2018-03-29,2018,26.76647493,-80.72495458,22,0,160,10,0,0,0,0,Open Water,,,182,192,13.95
1501,2018-03-29,2018,26.76399985,-80.72552597,125,0,320,25,0,30,0,0,Open Water,Alligator Flag,,445,500,13.95
1502,2018-03-29,2018,26.71596108,-80.79991116,95,10,205,40,1,0,0,0,Open Water,Lily,,310,351,13.95
1503,2018-03-29,2018,26.71913008,-80.80646477,45,2,155,0,0,0,0,0,Airboat Trail,Alligator Flag,,202,202,13.95
1504,2018-03-29,2018,26.81472036,-80.95697442,35,95,50,5,0,10,0,0,Open Water,Willow,,180,195,13.95
1505,2018-03-29,2018,26.81375869,-80.98335261,30,55,70,35,0,30,0,0,Smartweed,Open Water,,155,220,13.95
1506,2018-03-29,2018,26.84919473,-81.0176985,0,160,0,0,0,0,0,0,Treated Torpedo Grass,Torpedo Grass,,160,160,13.95
1507,2018-03-29,2018,26.83971588,-81.00944296,0,505,0,0,0,0,0,0,Treated Torpedo Grass,Torpedo Grass,,505,505,13.95
1508,2018-03-29,2018,26.85936851,-81.03453752,40,190,10,5,1,0,0,0,Open Water,Lily,,240,246,13.95
1509,2018-03-29,2018,26.86325313,-81.03909682,30,60,12,20,0,10,0,0,Open Water,Treated Torpedo Grass,,102,132,13.95
1510,2018-03-29,2018,26.87638599,-81.04773888,55,475,95,25,0,200,2,0,Open Water,Treated Torpedo Grass,,625,852,13.95
1511,2018-03-29,2018,26.8707306,-81.05772768,55,85,40,0,2,0,0,0,Open Water,Treated Torpedo Grass,,180,182,13.95
1512,2018-03-29,2018,26.86509468,-81.04993086,75,410,60,20,0,0,0,0,Open Water,Treated Torpedo Grass,,545,565,13.95
1513,2018-03-29,2018,26.86764292,-81.04983857,95,100,10,5,2,15,0,0,Open Water,Treated Torpedo Grass,,205,227,13.95
1514,2018-03-29,2018,26.84112846,-81.06569631,15,145,7,0,0,0,0,0,Open Water,Treated Torpedo Grass,,167,167,13.95
1515,2018-03-29,2018,26.84158991,-81.0607118,13,70,0,0,1,0,0,0,Open Water,Spikerush,Torpedo Grass,83,84,13.95
1516,2018-03-29,2018,26.83835238,-81.07081492,7,21,26,0,0,0,0,0,Airboat Trail,,,54,54,13.95
1517,2018-03-29,2018,26.84548011,-81.07565248,2,70,15,0,1,0,0,0,Open Water,Herbaceous,,87,88,13.95
1518,2018-03-29,2018,27.11041297,-80.88656109,10,195,115,5,0,65,0,0,Airboat Trail,,,320,390,13.95
1519,2018-03-29,2018,27.1080664,-80.88792911,0,135,175,0,0,15,0,0,Airboat Trail,Canal,,310,325,13.95
1520,2018-03-29,2018,27.10420116,-80.88005446,4,60,11,7,0,0,0,0,Open Water,,,75,82,13.95
1521,2018-03-29,2018,26.84100876,-80.98290048,0,60,0,0,0,0,0,0,Open Water,Torpedo Grass,,60,60,13.95
1522,2018-03-29,2018,26.84624859,-80.9924041,26,255,20,0,0,0,0,0,Open Water,Lily,Spikerush,301,301,13.95
1523,2018-03-29,2018,26.84395632,-81.00281985,0,180,2,1,0,0,0,0,Open Water,Torpedo Grass,,182,183,13.95
1524,2018-04-12,2018,26.76382618,-80.72381914,270,35,570,40,0,115,0,0,Open Water,Alligator Flag,Smartweed,875,1030,13.53
1525,2018-04-12,2018,26.75710046,-80.73981656,65,20,270,10,0,0,0,0,Open Water,Alligator Flag,,355,365,13.53
1526,2018-04-12,2018,26.72034037,-80.79986077,12,0,125,3,0,0,0,0,Airboat Trail,,,137,140,13.53
1527,2018-04-12,2018,26.82196312,-81.00158909,123,0,6,0,9,0,0,0,Open Water,Cattail,Lily,129,138,13.53
1528,2018-04-12,2018,26.83423438,-81.02838694,1,90,1,3,0,0,0,0,Open Water,Lily,,92,95,13.53
1529,2018-04-12,2018,26.84151932,-81.01920318,38,103,0,8,0,0,0,0,Open Water,Spikerush,Torpedo Grass,141,149,13.53
1530,2018-04-12,2018,26.84081239,-81.02374694,85,160,15,12,0,0,0,0,Open Water,Torpedo Grass,Spikerush,260,272,13.53
1531,2018-04-12,2018,26.84215467,-81.02673424,110,170,20,20,0,0,0,0,Open Water,Torpedo Grass,Spikerush,300,320,13.53
1532,2018-04-12,2018,26.84444307,-81.03359876,75,100,30,25,0,0,0,0,Open Water,Torpedo Grass,Spikerush,205,230,13.53
1533,2018-04-12,2018,26.84767238,-81.03680324,20,40,0,10,1,0,0,0,Open Water,Torpedo Grass,Spikerush,60,71,13.53
1534,2018-04-12,2018,26.84180284,-81.04723424,14,95,0,0,0,0,0,0,Open Water,,,109,109,13.53
1535,2018-04-12,2018,26.84182445,-81.06306342,26,190,0,5,0,0,0,0,Airboat Trail,Open Water,,216,221,13.53
1536,2018-04-12,2018,26.85384077,-81.05003292,16,140,10,0,4,0,0,0,Open Water,Spikerush,Torpedo Grass,166,170,13.53
1537,2018-04-12,2018,26.85736026,-81.05529626,35,220,5,20,0,0,0,0,Open Water,Spikerush,Torpedo Grass,260,280,13.53
1538,2018-04-12,2018,26.86258768,-81.04441346,35,435,10,10,0,0,0,0,Open Water,Spikerush,Lily,480,490,13.53
1539,2018-04-12,2018,26.8642638,-81.03622376,55,265,20,50,0,15,0,0,Open Water,Lily,,340,405,13.53
1540,2018-04-12,2018,26.86946022,-81.03757915,1,65,2,0,0,15,0,0,Open Water,Lily,,68,83,13.53
1541,2018-04-12,2018,26.8732873,-81.0454226,0,82,8,12,0,0,8,0,Open Water,Lily,,90,110,13.53
1542,2018-04-12,2018,26.86437912,-81.06955529,21,35,0,0,8,0,0,0,Open Water,Lily,Cattail,56,64,13.53
1543,2018-04-12,2018,26.8933093,-81.0671752,45,40,15,15,0,0,1,0,,,,100,116,13.53
1544,2018-04-12,2018,26.85817426,-81.00671856,80,135,35,45,5,160,5,0,Open Water,Lily,,250,465,13.53
1545,2018-04-12,2018,26.93764353,-81.05927116,70,2,5,0,0,0,0,0,Cattail,Open Water,,77,77,13.53
1546,2018-04-12,2018,26.89734106,-81.09971683,55,240,110,25,0,0,0,0,Open Water,,,405,430,13.53
1547,2018-04-12,2018,26.90332284,-81.09276562,25,190,45,20,5,0,1,0,Open Water,,,260,286,13.53
1548,2018-04-12,2018,26.90765169,-81.09029536,13,180,18,5,2,0,0,0,Open Water,Cattail,,211,218,13.53
1549,2018-04-12,2018,27.03212558,-80.98684927,110,55,15,5,5,25,0,0,Open Water,Lily,,180,215,13.53
1550,2018-04-12,2018,27.06205386,-80.9269767,130,60,30,45,5,90,0,0,Open Water,Herbaceous,,220,360,13.53
1551,2018-04-12,2018,27.05517583,-80.92764408,75,5,9,0,2,0,0,0,Open Water,,,89,91,13.53
1552,2018-04-12,2018,27.0579727,-80.92583025,40,0,30,20,0,60,0,0,Open Water,Lily,Cattail,70,150,13.53
1553,2018-04-12,2018,27.06589825,-80.91787711,135,95,135,0,5,25,0,0,Open Water,Lily,Cattail,365,395,13.53
1554,2018-04-12,2018,27.05689028,-80.91952393,50,120,100,15,3,0,5,0,Airboat Trail,Lily,,270,293,13.53
1555,2018-04-12,2018,27.08262056,-80.91133917,45,65,35,17,0,35,0,0,Open Water,,,145,197,13.53
1556,2018-04-12,2018,27.09240113,-80.83758297,0,95,0,0,0,0,0,0,Open Water,,,95,95,13.53
1557,2018-04-26,2018,26.757584,-80.726554,70,125,20,0,0,10,0,0,,,,215,225,13.26
1558,2018-04-26,2018,26.759492,-80.726154,6,30,25,0,0,0,0,0,Cattail,,,61,61,13.26
1559,2018-04-26,2018,26.7558,-80.740908,12,15,45,0,0,25,0,0,Open Water,,,72,97,13.26
1560,2018-04-26,2018,26.767752,-80.92018,17,0,105,0,0,0,0,0,Open Water,,,122,122,13.26
1561,2018-04-26,2018,26.818739,-80.987112,235,5,70,12,0,55,0,0,Open Water,Cattail,,310,377,13.26
1562,2018-04-26,2018,26.822545,-81.001004,115,1,6,0,13,0,0,0,Open Water,Lily,Cattail,122,135,13.26
1563,2018-04-26,2018,26.835768,-81.008341,22,45,3,9,0,0,0,0,Open Water,Lily,,70,79,13.26
1564,2018-04-26,2018,26.837284,-81.024402,30,15,6,5,0,0,0,0,Open Water,Treated Torpedo Grass,,51,56,13.26
1565,2018-04-26,2018,26.840972,-81.035675,290,820,115,135,15,0,0,0,Open Water,Torpedo Grass,Treated Torpedo Grass,1225,1375,13.26
1566,2018-04-26,2018,26.840171,-81.041459,55,420,60,90,0,0,0,0,Open Water,,,535,625,13.26
1567,2018-04-26,2018,26.842335,-81.046703,25,175,10,60,0,0,0,0,Open Water,,,210,270,13.26
1568,2018-04-26,2018,26.843454,-81.058719,13,135,3,5,2,0,0,0,Torpedo Grass,Airboat Trail,,151,158,13.26
1569,2018-04-26,2018,26.841257,-81.060768,1,115,0,5,1,0,0,0,Pickerelweed,Torpedo Grass,Cattail,116,122,13.26
1570,2018-04-26,2018,26.877191,-81.087989,45,145,40,25,0,0,0,0,Lily,Open Water,,230,255,13.26
1571,2018-04-26,2018,26.894188,-81.101839,16,30,1,0,1,3,0,0,Lily,,Pickerelweed,47,51,13.26
1572,2018-04-26,2018,26.8637,-81.037945,24,135,130,45,0,0,13,0,Open Water,Lily,Torpedo Grass,289,347,13.26
1573,2018-04-26,2018,26.857549,-81.030915,7,110,20,24,2,5,17,0,Open Water,Lily,,137,185,13.26
1574,2018-04-26,2018,26.898435,-81.010172,75,0,55,0,3,0,0,0,Lily,Open Water,,130,133,13.26
1575,2018-04-26,2018,26.902245,-81.012326,470,35,65,0,7,15,0,0,Open Water,Cattail,,570,592,13.26
1576,2018-04-26,2018,26.901964,-81.017393,165,85,190,0,10,45,0,0,Open Water,Cattail,Lily,440,495,13.26
1577,2018-04-26,2018,26.903431,-81.017149,240,0,145,0,10,0,0,0,Open Water,Lily,Cattail,385,395,13.26
1578,2018-04-26,2018,26.90771,-81.015535,260,5,215,25,0,0,0,0,Open Water,Willow,Cattail,480,505,13.26
1579,2018-04-26,2018,26.948877,-81.074124,75,115,120,0,1,95,1,0,Open Water,herbaceous,,310,407,13.26
1580,2018-04-26,2018,27.03186,-80.981495,6,65,4,10,0,0,0,0,Open Water,Lily,Torpedo Grass,75,85,13.26
1581,2018-04-26,2018,27.032725,-80.985994,85,130,20,30,6,0,5,1,Open Water,Lily,Pickerelweed,235,276,13.26
1582,2018-04-26,2018,27.171516,-80.847092,0,0,0,0,0,0,0,0,,,,0,0,13.26
1583,2018-04-26,2018,27.09638,-80.827288,13,40,90,0,0,12,2,0,Open Water,Dead veg, herbaceous,143,157,13.26
1584,2018-05-23,2018,26.85716821,-81.00896147,155,0,1,0,0,0,7,0,Open Water,Lily,,156,163,13.67
1585,2018-05-23,2018,26.8555334,-81.00463706,0,25,85,7,0,0,0,0,Open Water,Lily,,110,117,13.67
1586,2018-05-31,2018,26.85257116,-80.9952113,2,0,5,4,0,0,45,0,Open Water,,,7,56,14.14
1587,2018-05-31,2018,26.85149178,-81.00245292,1,35,40,0,0,20,0,0,Open Water,,,76,96,14.14
1588,2018-05-31,2018,26.84350743,-80.99411395,55,8,22,16,0,0,26,0,Open Water,Torpedo Grass,,85,127,14.14
1589,2018-05-31,2018,26.85113371,-80.98100016,1,0,1,0,0,0,95,0,Open Water,,,2,97,14.14
1590,2018-06-07,2018,26.7274929,-80.70796859,45,0,55,12,0,0,0,0,,,,100,112,14.22
1591,2018-06-21,2018,26.84074459,-80.99483489,9,145,55,15,0,12,0,0,Treated Torpedo Grass,Torpedo Grass,Open Water,209,236,14.07
1592,2018-06-21,2018,27.05419859,-80.95934938,21,35,45,2,0,6,0,0,Open Water,,,101,109,14.07
1593,2018-06-21,2018,27.06130905,-80.95604909,22,0,24,14,3,0,2,0,Open Water,Lily,,46,65,14.07
1594,2018-11-27,2019,26.742117,-80.735232,7,0,105,20,1,6,0,0,Smartweed,,,112,139,13.22
1595,2018-11-27,2019,26.693624,-80.728513,88,47,384,25,1,25,0,0,,,,519,570,13.22
1596,2018-11-27,2019,26.701707,-80.789971,5,0,42,12,0,14,0,0,Herbaceous,,,47,73,13.22
1597,2018-11-27,2019,26.705311,-80.810554,35,15,310,45,0,0,0,0,Open Water,Herbaceous,,360,405,13.22
1598,2018-11-27,2019,26.709648,-80.811815,1,2,135,75,1,6,0,0,,,,138,220,13.22
1599,2018-11-27,2019,26.781988,-80.943232,60,650,300,0,0,0,0,0,,,,1010,1010,13.22
1600,2018-11-27,2019,26.77568,-80.936985,2,55,45,0,0,0,0,0,Airboat Trail,,,102,102,13.22
1601,2018-11-27,2019,26.809534,-80.949972,25,95,260,35,0,0,0,0,Other,,,380,415,13.22
1602,2018-11-27,2019,26.829608,-81.008568,15,85,40,0,0,0,27,0,Lily,Cattail,,140,167,13.22
1603,2018-11-27,2019,26.834958,-81.006161,27,140,30,30,0,360,0,0,Open Water,Lily,,197,587,13.22
1604,2018-11-27,2019,26.839933,-81.022438,32,15,30,55,0,0,0,0,Open Water,Other,,77,132,13.22
1605,2018-11-27,2019,26.864635,-81.082394,6,65,95,0,0,0,0,0,,,,166,166,13.22
1606,2018-11-27,2019,26.904764,-81.091357,1,45,9,9,0,230,0,0,Lily,Open Water,,55,294,13.22
1607,2018-11-27,2019,26.867132,-81.042651,13,125,15,25,2,65,0,0,Open Water,Torpedo Grass,,153,245,13.22
1608,2018-11-27,2019,26.857839,-81.031126,13,47,0,15,3,45,0,0,Open Water,Lily,,60,123,13.22
1609,2018-11-27,2019,26.856668,-81.014353,80,35,10,0,15,440,18,0,Open Water,Lily,,125,598,13.22
1610,2018-11-27,2019,26.835694,-80.967406,12,240,30,0,0,0,0,0,Woody,Cattail,,282,282,13.22
1611,2018-11-27,2019,26.8961,-80.993499,7,30,160,15,0,50,0,0,Open Water,,,197,262,13.22
1612,2018-11-27,2019,26.92255,-81.069649,20,240,115,20,0,0,32,0,Open Water,Herbaceous,,375,427,13.22
1613,2018-11-27,2019,26.925426,-81.066606,115,195,40,0,0,45,0,0,Herbaceous,,,350,395,13.22
1614,2018-11-27,2019,27.076387,-80.906089,30,260,280,35,0,25,35,0,Open Water,Lily,Airboat Trail,570,665,13.22
1615,2018-11-27,2019,27.070347,-80.912537,95,300,25,15,0,45,7,0,Cattail,Lily,Open Water,420,487,13.22
1616,2018-11-27,2019,27.058826,-80.917036,11,155,35,10,0,25,19,0,Open Water,Lily,Herbaceous,201,255,13.22
